client_id	path	sentence	up_votes	down_votes	age	gender	accents	locale	segment
2c797060eb115fed4557a5f2e8398dc8a7d7e6ca923855437ed1e655491a83be14cbfa76d5688e5feb4b2c25f9c8ac0b2c82eafcf4d28102205cef8ec56477aa	common_voice_da_31007479.mp3	nul	1	0				da	Benchmark
16eff6510aef2420afe2eaabf25f88b0c176f5ff5f638c6e6bbee0632d8c43ff6786af778d1d874da1ba08c5695faef92c998685c8ae2dffa6a8be85577956eb	common_voice_da_31170109.mp3	ja	1	0				da	Benchmark
16eff6510aef2420afe2eaabf25f88b0c176f5ff5f638c6e6bbee0632d8c43ff6786af778d1d874da1ba08c5695faef92c998685c8ae2dffa6a8be85577956eb	common_voice_da_31170111.mp3	nul	1	0				da	Benchmark
068b84ee347dadc8b4962336024864376b2447d73973e2af1259acbae86aab2f53a4f65174b8b9897388c0d40697e0b403cca415a6791d0b338b6a3a465c2a5d	common_voice_da_31176190.mp3	fire	0	0	thirties	male		da	Benchmark
068b84ee347dadc8b4962336024864376b2447d73973e2af1259acbae86aab2f53a4f65174b8b9897388c0d40697e0b403cca415a6791d0b338b6a3a465c2a5d	common_voice_da_31176192.mp3	nul	0	0	thirties	male		da	Benchmark
068b84ee347dadc8b4962336024864376b2447d73973e2af1259acbae86aab2f53a4f65174b8b9897388c0d40697e0b403cca415a6791d0b338b6a3a465c2a5d	common_voice_da_31176194.mp3	syv	1	0	thirties	male		da	Benchmark
068b84ee347dadc8b4962336024864376b2447d73973e2af1259acbae86aab2f53a4f65174b8b9897388c0d40697e0b403cca415a6791d0b338b6a3a465c2a5d	common_voice_da_31176196.mp3	ja	0	0	thirties	male		da	Benchmark
96e7886ecd94064b26821582968aa2de9254cca96ee8260f8f1ec6bf95173f1026172432a450af2feb0efc5a844b462588b77569a596240efa99b9293113fde6	common_voice_da_31176510.mp3	nul	0	0				da	Benchmark
96e7886ecd94064b26821582968aa2de9254cca96ee8260f8f1ec6bf95173f1026172432a450af2feb0efc5a844b462588b77569a596240efa99b9293113fde6	common_voice_da_31176534.mp3	syv	0	0				da	Benchmark
96e7886ecd94064b26821582968aa2de9254cca96ee8260f8f1ec6bf95173f1026172432a450af2feb0efc5a844b462588b77569a596240efa99b9293113fde6	common_voice_da_31176536.mp3	ni	1	0				da	Benchmark
96e7886ecd94064b26821582968aa2de9254cca96ee8260f8f1ec6bf95173f1026172432a450af2feb0efc5a844b462588b77569a596240efa99b9293113fde6	common_voice_da_31176537.mp3	otte	1	0				da	Benchmark
96e7886ecd94064b26821582968aa2de9254cca96ee8260f8f1ec6bf95173f1026172432a450af2feb0efc5a844b462588b77569a596240efa99b9293113fde6	common_voice_da_31176538.mp3	ja	0	0				da	Benchmark
96e7886ecd94064b26821582968aa2de9254cca96ee8260f8f1ec6bf95173f1026172432a450af2feb0efc5a844b462588b77569a596240efa99b9293113fde6	common_voice_da_31176539.mp3	fire	0	0				da	Benchmark
7f0ef3aec092e3c41c7d434969ac17400b1339aa0b22b3081b0480a4f9c07bbbccf1deb51bfc257c75c3bfc3177817adedeeb91eab05336359e1f80f58d0ec70	common_voice_da_31177214.mp3	syv	0	0				da	Benchmark
7f0ef3aec092e3c41c7d434969ac17400b1339aa0b22b3081b0480a4f9c07bbbccf1deb51bfc257c75c3bfc3177817adedeeb91eab05336359e1f80f58d0ec70	common_voice_da_31177216.mp3	fire	0	0				da	Benchmark
7f0ef3aec092e3c41c7d434969ac17400b1339aa0b22b3081b0480a4f9c07bbbccf1deb51bfc257c75c3bfc3177817adedeeb91eab05336359e1f80f58d0ec70	common_voice_da_31177217.mp3	ja	0	0				da	Benchmark
