client_id	path	sentence	up_votes	down_votes	age	gender	accents	locale	segment
2fdbd014f4f976566828ba8f4d81d202411b870c8040d5df780204ad099ceab7646031987a8031d1cec231f16cb017d9a5562eed38231f6cdd065aa0ffef1899	common_voice_da_29385748.mp3	to	2	0				da	Benchmark
65a328f32dd00ce080ab6152587bde6ad1bee246d98bba7a5efeb62c8e632308effeed5aec9cbe717f61e0c40fb8105748729f2e447d654767c6779ae7812718	common_voice_da_31815746.mp3	Og drengen blev der i huset, og konen lærte ham selv at sy	2	0	fourties	female		da	
68444ca1c0541bec3a07efa5823a596af469cf4fb69ce4f3345c09dee810e08b75b87e5d9a406f5b093f8ae453ab7c547c23fe283c74079c41535f0e18d52a5b	common_voice_da_31220954.mp3	seks	2	0	twenties	female	Native speaker	da	Benchmark
789f5574c05251f9f48304c6b66ddbeaa1dfe83c7e23590a392b4ae56bebbb64f102d2e0eb22f77cc2a89a1b98d0bb18f95e764ac48ce57eee5ca57b124cf42a	common_voice_da_28812578.mp3	fem	2	1				da	Benchmark
7f0ef3aec092e3c41c7d434969ac17400b1339aa0b22b3081b0480a4f9c07bbbccf1deb51bfc257c75c3bfc3177817adedeeb91eab05336359e1f80f58d0ec70	common_voice_da_31177213.mp3	seks	2	0				da	Benchmark
d14dc18b7f60dd7b8c406a82e5692939966f0357f5865e9f1217b6b9136404d4e72be8c34ab8260ebba33365879af27ac10aa1aeac00f102c416f0fc8e4eb77c	common_voice_da_30528583.mp3	ni	2	0				da	Benchmark
1158e9026809d87a07c672ce0ad3e1faa60df786f86ea5216bad38fa390a70c00f77c9323c90d132129910b1eaa6e6084733beb44625aa4464901f64177536ff	common_voice_da_28682315.mp3	ja	2	0				da	Benchmark
1158e9026809d87a07c672ce0ad3e1faa60df786f86ea5216bad38fa390a70c00f77c9323c90d132129910b1eaa6e6084733beb44625aa4464901f64177536ff	common_voice_da_28682333.mp3	syv	2	1				da	Benchmark
5704a49b3bc54f243109cfeb1cc755878480152b8815c63b83c1e61ae267960a2f91c823ce19d87c9206357631ae460bead3c3106d31589fcf9afaafe0be6537	common_voice_da_31180844.mp3	nej	2	0				da	Benchmark
5704a49b3bc54f243109cfeb1cc755878480152b8815c63b83c1e61ae267960a2f91c823ce19d87c9206357631ae460bead3c3106d31589fcf9afaafe0be6537	common_voice_da_31180845.mp3	fem	2	0				da	Benchmark
bcfc8e7177e7319926b275ff0ea97d7eb735cf86b9383dd9588fe05121dcf5b11097a211758a32e1f68136ce2b2c9bd0161c68b891aa0d5865b2ec1261cb8667	common_voice_da_31191098.mp3	seks	2	0				da	Benchmark
bcfc8e7177e7319926b275ff0ea97d7eb735cf86b9383dd9588fe05121dcf5b11097a211758a32e1f68136ce2b2c9bd0161c68b891aa0d5865b2ec1261cb8667	common_voice_da_31191102.mp3	en	2	0				da	Benchmark
0e0d80579ba8c48a2a2268bf4404695f019eb703e86757eccb43182e5033c480333dd8c40e11c4debf040581c689d5e3adcd7100b344a618ce093fd874d1ff94	common_voice_da_28540340.mp3	nej	2	0				da	Benchmark
0e0d80579ba8c48a2a2268bf4404695f019eb703e86757eccb43182e5033c480333dd8c40e11c4debf040581c689d5e3adcd7100b344a618ce093fd874d1ff94	common_voice_da_28540342.mp3	syv	2	0				da	Benchmark
0e0d80579ba8c48a2a2268bf4404695f019eb703e86757eccb43182e5033c480333dd8c40e11c4debf040581c689d5e3adcd7100b344a618ce093fd874d1ff94	common_voice_da_28540343.mp3	en	2	0				da	Benchmark
910e1d34f4946effbb86f3c9e3feb9fb82621c059b5947bfb7adbd912c02eb73d2bc861bc30983fa922396be7513b718aa75276dd0fab3daa3bc7b0dd4ecb4f2	common_voice_da_31190174.mp3	seks	2	0				da	Benchmark
910e1d34f4946effbb86f3c9e3feb9fb82621c059b5947bfb7adbd912c02eb73d2bc861bc30983fa922396be7513b718aa75276dd0fab3daa3bc7b0dd4ecb4f2	common_voice_da_31190178.mp3	en	2	0				da	Benchmark
910e1d34f4946effbb86f3c9e3feb9fb82621c059b5947bfb7adbd912c02eb73d2bc861bc30983fa922396be7513b718aa75276dd0fab3daa3bc7b0dd4ecb4f2	common_voice_da_31190216.mp3	to	2	0				da	Benchmark
c9e4877eac913c7224a697f0ce83d02d5d2ee119e3fa468cc8567cd40c757f93f06b5656f0e67ba50318bb8c858f171dc91e6042a6670e63fb9caf30cdbb122a	common_voice_da_30648123.mp3	ja	2	0				da	Benchmark
c9e4877eac913c7224a697f0ce83d02d5d2ee119e3fa468cc8567cd40c757f93f06b5656f0e67ba50318bb8c858f171dc91e6042a6670e63fb9caf30cdbb122a	common_voice_da_30648126.mp3	ni	2	1				da	Benchmark
c9e4877eac913c7224a697f0ce83d02d5d2ee119e3fa468cc8567cd40c757f93f06b5656f0e67ba50318bb8c858f171dc91e6042a6670e63fb9caf30cdbb122a	common_voice_da_30648127.mp3	fire	2	0				da	Benchmark
15f7f56d4d28e52b1d65125be519102678f3eda678204d6f51af13b611163308687c70cc307ada496367b9469dcfc86cb1c23aa0248f3e87aa6090ec0c23c084	common_voice_da_31367967.mp3	Jeg må op af skuffen	2	0				da	
15f7f56d4d28e52b1d65125be519102678f3eda678204d6f51af13b611163308687c70cc307ada496367b9469dcfc86cb1c23aa0248f3e87aa6090ec0c23c084	common_voice_da_31367968.mp3	Hun udstødte et højt skrig	2	0				da	
15f7f56d4d28e52b1d65125be519102678f3eda678204d6f51af13b611163308687c70cc307ada496367b9469dcfc86cb1c23aa0248f3e87aa6090ec0c23c084	common_voice_da_31367969.mp3	det er det man skal!	2	1				da	
